target,candidate,horizon,window,evaluation_period,model,benchmark,n_forecasts,mae,rmse,bias,benchmark_mae,benchmark_rmse,mae_ratio,rmse_ratio,direction_accuracy,dm_loss_gain_z,dm_two_sided_p,clark_west_z,clark_west_one_sided_p,clark_west_fdr_q
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar1,ex_pandemic,m1_controls,m0_ar,42,3.725417010151782,5.099357619070933,0.566645609721827,3.699381484586545,4.770535801389579,1.0070378050151665,1.0689276490883002,0.7142857142857143,-1.0169823486336724,0.30916182651114943,-0.5325968993460476,0.7028436755170314,0.9371249006893753
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar1,ex_pandemic,m2_tech,m1_controls,42,3.777686273481604,5.1710209294278275,0.4765868352224164,3.725417010151782,5.099357619070933,1.0140304463063834,1.0140533996064296,0.7380952380952381,-1.070145919361509,0.2845536326352539,-1.0028842355562113,0.8420416401823425,0.97572453332906
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,3,expanding_ar1,ex_pandemic,m2_tech,m0_ar,42,3.777686273481604,5.1710209294278275,0.4765868352224164,3.699381484586545,4.770535801389579,1.02116699486693,1.0839497164912992,0.7380952380952381,-1.079899038529151,0.2801871414781184,-0.6758914285524087,0.750445209910438,0.9834534843897588
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,4,expanding_ar1,full,m1_controls,m0_ar,59,6.316250931857963,8.074166301642904,-3.141299793934919,3.81481283939673,4.74065565477003,1.6557171210676767,1.703175022534849,0.559322033898305,-2.4802064196945226,0.013130634349304974,-1.9058094337041909,0.9716625327253873,0.9716625327253873
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,4,expanding_ar1,full,m2_tech,m1_controls,59,7.10800032382034,9.415000368091066,-4.067577228408832,6.316250931857963,8.074166301642904,1.1253511617103342,1.1660647076559885,0.559322033898305,-2.0526345570496867,0.04010803339956978,-2.0261467860978555,0.9786251275655935,0.9786251275655935
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,4,expanding_ar1,full,m2_tech,m0_ar,59,7.10800032382034,9.415000368091066,-4.067577228408832,3.81481283939673,4.74065565477003,1.8632631856572,1.98601228473908,0.559322033898305,-2.3936253455217407,0.016682779929450057,-1.9654131506689003,0.975316780676094,0.975316780676094
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,4,expanding_ar1,pandemic_2020_2022,m1_controls,m0_ar,17,12.065514236824292,12.630153014093638,-12.065514236824292,4.396976486572923,4.99085075116738,2.7440479324073794,2.5306613328678274,0.4117647058823529,-5.6466012375465535,1.636508137690398e-08,-2.665524234901202,0.9961565804473624,0.9961565804473624
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,4,expanding_ar1,pandemic_2020_2022,m2_tech,m1_controls,17,14.909469242336302,15.500431968015146,-14.909469242336302,12.065514236824292,12.630153014093638,1.235709390390687,1.2272560713016416,0.35294117647058826,-3.66468577769622,0.0002476424311077334,-3.7492490548214312,0.9999113175616301,0.9999113175616301
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,4,expanding_ar1,pandemic_2020_2022,m2_tech,m0_ar,17,14.909469242336302,15.500431968015146,-14.909469242336302,4.396976486572923,4.99085075116738,3.390845797757948,3.1057694851703457,0.35294117647058826,-5.3584354221097215,8.394573093313667e-08,-2.7961528593833895,0.9974142532859105,0.9974142532859105
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,4,expanding_ar1,post_2022,m1_controls,m0_ar,42,3.9891681655620683,5.197262371897728,0.4708822424726844,3.579175172682556,4.635548704979103,1.114549574440702,1.1211752270697277,0.6190476190476191,-1.186370931731616,0.2354758459167826,-0.5084500745782156,0.6944311283944736,0.9259081711926315
